b,Ice8
4478.8690775374,-5.44999999999999
4476.90423698114,-2.85999999999999
4474.93989167746,-0.269999999999995
4472.97604150217,0.571428571428606
4471.0126863311,-1.19999999999997
4469.04982604014,-4.46666666666658
4467.08746050522,0.685714285714284
4465.12558960229,-1.51428571428571
4463.16421320734,1.59999999999999
4461.20333119643,-2.425
4459.24294344561,0.717647058823524
4457.28304983103,0.520000000000016
4455.32365022883,-1.12857142857141
4453.36474451521,2.60000000000002
4451.4063325664,-0.828571428571422
4449.44841425869,-0.36000000000001
4447.49098946838,0.266666666666674
4445.53405807184,-2.80000000000004
4443.57761994546,-1.21818181818181
4441.62167496566,-0.0823529411764564
4439.66622300893,0.383823529411793
4437.71126395178,0.850000000000043
4435.75679767075,-1
4433.80282404245,-1.40000000000007
4431.84934294349,-2.20000000000017
4429.89635425055,-0.333333333333331
4427.94385784034,-0.895238095238097
4425.99185358961,-1.45714285714286
4424.04034137514,-4.31428571428562
4422.08932107376,3
4420.13879256233,-1.85454545454546
4418.18875571777,3.50000000000017
4416.23921041701,-9.60000000000051
4414.29015653703,2.60000000000006
4412.34159395488,-1.12500000000002
4410.39352254758,-2.01249999999989
4408.44594219226,-2.89999999999976
4406.49885276605,2.10000000000004
4404.55225414614,2.26250000000002
4402.60614620972,0.733333333333292
4400.66052883407,0.0575163398692482
4398.71540189648,-0.618300653594795
4396.77076527429,-1.29411764705884
4394.82661884486,-1.50000000000009
4392.88296248561,-1.13333333333333
4390.93979607399,-1.25666666666666
4388.99711948749,-1.37999999999999
4387.05493260365,-1.07692307692309
4385.11323530002,-0.290000000000011
4383.17202745421,-3.14999999999994
4381.23130894388,-2.28888888888889
4379.2910796467,-0.77777777777779
4377.35133944039,0.139999999999973
4375.41208820273,-0.199999999999996
4373.4733258115,-1.63750000000003
4371.53505214456,0.641249999999989
4369.59726707978,2.92
4367.65997049507,1.16666666666669
4365.72316226839,-3.70000000000006
4363.78684227773,-3.6600000000001
4361.85101040114,-0.463157894736857
4359.91566651667,7.08571428571455
4357.98081050243,0.490909090909084
4356.04644223659,4.30000000000026
4354.11256159733,-0.599999999999994
4352.17916846286,0.219999999999989
4350.24626271145,3.75555555555555
4348.31384422142,2.91999999999997
4346.38191287109,-0.2
4344.45046853885,-3.20000000000005
4342.51951110312,0.920000000000005
4340.58904044236,-3.59999999999973
4338.65905643505,-5.18888888888871
4336.72955895974,-6.77777777777769
4334.80054789499,-8.36666666666667
4332.87202311941,1.39999999999998
4330.94398451166,-5.60000000000002
4329.01643195043,-1.35714285714288
4327.08936531442,-12.9000000000008
4325.16278448242,-7.79999999999918
4323.23668933322,2.55999999999987
4321.31107974566,2.78461538461542
4319.38595559863,-0.325000000000007
4317.46131677103,2.66666666666667
4315.53716314182,0.766666666666708
4313.61349459001,-4.16666666666669
4311.69031099461,-1.46666666666666
4309.76761223469,1.69999999999999
4307.84539818938,-0.437500000000013
4305.9236687378,-2.86666666666667
4304.00242375915,7.34999999999976
4302.08166313264,-5.66666666666663
4300.16138673754,-2.75555555555555
4298.24159445315,0.155555555555528
4296.3222861588,1.47999999999988
4294.40346173386,0.839999999999998
4292.48512105775,-1.89230769230769
4290.56726400993,-0.766153846153832
4288.64989046986,0.360000000000022
4286.7330003171,0.0666666666666629
4284.81659343119,1.29230769230769
4282.90066969174,0.333333333333333
4280.98522897839,1.57647058823528
4279.07027117082,1.0222222222222
4277.15579614874,1.33777777777777
4275.2418037919,1.65333333333333
4273.32829398011,0.399999999999981
4271.41526659318,3.06000000000001
4269.50272151099,3.03636363636357
4267.59065861344,0.571428571428578
4265.67907778047,-0.439285714285723
4263.76797889207,-1.45000000000002
4261.85736182825,-0.933333333333337
4259.94722646906,-0.556666666666671
4258.03757269461,-0.180000000000005
4256.12840038502,0.870588235294134
4254.21970942046,2
4252.31149968113,1.40000000000005
4250.40377104729,0.347826086956519
4248.49652339922,0.433003952569164
4246.58975661722,0.518181818181809
4244.68347058167,5.29242424242421
4242.77766517295,10.0666666666666
4240.87234027151,0.294117647058813
4238.96749575778,-6.20000000000005
